software_version,cluster_header,clusterName,clusterSize,f_score,precision,recall,TN,FP,FN,TP,marker_count,NSForest_markers,binary_genes,onTarget
4.1,author_cell_type,HAC9,5000,0.8211009174311926,0.8815321477428181,0.6444,377696,433,1778,3222,2,"['ENSG00000226965', 'ENSG00000187147']","['ENSG00000255132', 'ENSG00000077522', 'ENSG00000140287', 'ENSG00000226965', 'ENSG00000187147', 'ENSG00000164326', 'ENSG00000185483', 'ENSG00000187720', 'ENSG00000150394', 'ENSG00000118733']",0.1798154413700103
4.1,author_cell_type,HAC87,90,0.5785123966942148,0.7368421052631579,0.3111111111111111,383029,10,62,28,4,"['ENSG00000146477', 'ENSG00000166342', 'ENSG00000136267', 'ENSG00000089169']","['ENSG00000146477', 'ENSG00000134160', 'ENSG00000166342', 'ENSG00000186297', 'ENSG00000136267', 'ENSG00000089169', 'ENSG00000155307', 'ENSG00000140090', 'ENSG00000171189', 'ENSG00000182732']",0.0374009758234024
4.1,author_cell_type,GB,5000,0.8069241011984021,0.9676646706586828,0.4848,378048,81,2576,2424,2,"['ENSG00000168824', 'ENSG00000134160']","['ENSG00000273540', 'ENSG00000182601', 'ENSG00000168824', 'ENSG00000197442', 'ENSG00000134160', 'ENSG00000111962', 'ENSG00000171444', 'ENSG00000248550', 'ENSG00000120549', 'ENSG00000102290']",0.1483303010463714
4.1,author_cell_type,BB,2931,0.8592090624051785,0.9769982748706152,0.5796656431252133,380158,40,1232,1699,2,"['ENSG00000250971', 'ENSG00000113262']","['ENSG00000250971', 'ENSG00000215474', 'ENSG00000147257', 'ENSG00000151012', 'ENSG00000186007', 'ENSG00000113262', 'ENSG00000134160', 'ENSG00000183662', 'ENSG00000070159', 'ENSG00000170624']",0.560124933719635
4.1,author_cell_type,HAC68,542,0.6261510128913443,1.0,0.2509225092250922,382587,0,406,136,4,"['ENSG00000164326', 'ENSG00000132915', 'ENSG00000162599', 'ENSG00000047617']","['ENSG00000164326', 'ENSG00000132915', 'ENSG00000162599', 'ENSG00000070729', 'ENSG00000130561', 'ENSG00000047617', 'ENSG00000188107', 'ENSG00000198691', 'ENSG00000162946', 'ENSG00000261873']",0.0609152950346469
4.1,author_cell_type,HAC19,5000,0.7756653992395437,0.9083487940630798,0.4896,377882,247,2552,2448,2,"['ENSG00000164326', 'ENSG00000231252']","['ENSG00000145536', 'ENSG00000154146', 'ENSG00000164326', 'ENSG00000231252', 'ENSG00000187135', 'ENSG00000237928', 'ENSG00000171951', 'ENSG00000137727', 'ENSG00000162599', 'ENSG00000173482']",0.1717152893543243
4.1,author_cell_type,VIP,5000,0.881747483989021,0.9878283151825752,0.6168,378091,38,1916,3084,2,"['ENSG00000286481', 'ENSG00000187147']","['ENSG00000146469', 'ENSG00000286481', 'ENSG00000054803', 'ENSG00000172164', 'ENSG00000182836', 'ENSG00000187147', 'ENSG00000160111', 'ENSG00000154655', 'ENSG00000255794', 'ENSG00000136267']",0.5906512141227722
4.1,author_cell_type,HAC26,5000,0.7542779945962174,0.9658817876021144,0.402,378058,71,2990,2010,3,"['ENSG00000112419', 'ENSG00000154080', 'ENSG00000163377']","['ENSG00000103528', 'ENSG00000287881', 'ENSG00000145555', 'ENSG00000112419', 'ENSG00000154080', 'ENSG00000163377', 'ENSG00000081479', 'ENSG00000170624', 'ENSG00000101605', 'ENSG00000196090']",0.0884088277816772
4.1,author_cell_type,HAC52,1278,0.4585152838427948,0.8300395256916996,0.1643192488262911,381808,43,1068,210,3,"['ENSG00000237187', 'ENSG00000112419', 'ENSG00000140945']","['ENSG00000103227', 'ENSG00000153930', 'ENSG00000116183', 'ENSG00000237187', 'ENSG00000112419', 'ENSG00000140945', 'ENSG00000150394', 'ENSG00000183166', 'ENSG00000038295', 'ENSG00000152377']",0.1026661545038223
4.1,author_cell_type,HAC53,1238,0.569811320754717,0.8555240793201133,0.2439418416801292,381840,51,936,302,3,"['ENSG00000152953', 'ENSG00000134516', 'ENSG00000140945']","['ENSG00000223812', 'ENSG00000152953', 'ENSG00000112419', 'ENSG00000134516', 'ENSG00000140945', 'ENSG00000112964', 'ENSG00000255794', 'ENSG00000101542', 'ENSG00000108018', 'ENSG00000187398']",0.1056334674358367
4.1,author_cell_type,HAC45,2312,0.7665553700612131,0.904019688269073,0.4766435986159169,380700,117,1210,1102,2,"['ENSG00000041515', 'ENSG00000134516']","['ENSG00000139292', 'ENSG00000069188', 'ENSG00000041515', 'ENSG00000204767', 'ENSG00000134516', 'ENSG00000116147', 'ENSG00000151952', 'ENSG00000174145', 'ENSG00000101542', 'ENSG00000182732']",0.1751802265644073
4.1,author_cell_type,HAC60,876,0.5232558139534884,0.9642857142857144,0.184931506849315,382247,6,714,162,2,"['ENSG00000237505', 'ENSG00000183662']","['ENSG00000133107', 'ENSG00000237505', 'ENSG00000233639', 'ENSG00000154065', 'ENSG00000271860', 'ENSG00000183662', 'ENSG00000053747', 'ENSG00000140945', 'ENSG00000163285', 'ENSG00000114541']",0.2883415520191192
4.1,author_cell_type,HAC30,4936,0.7041910331384016,0.940347071583514,0.3512965964343598,378083,110,3202,1734,3,"['ENSG00000110975', 'ENSG00000112964', 'ENSG00000151952']","['ENSG00000050628', 'ENSG00000178722', 'ENSG00000110975', 'ENSG00000154529', 'ENSG00000112964', 'ENSG00000151952', 'ENSG00000154655', 'ENSG00000101542', 'ENSG00000152822', 'ENSG00000110841']",0.0720037147402763
4.1,author_cell_type,HAC27,5000,0.6574533255542591,0.8278236914600551,0.3606,377754,375,3197,1803,2,"['ENSG00000106018', 'ENSG00000141668']","['ENSG00000106018', 'ENSG00000141668', 'ENSG00000241684', 'ENSG00000286637', 'ENSG00000287290', 'ENSG00000111885', 'ENSG00000164100', 'ENSG00000185760', 'ENSG00000178568', 'ENSG00000110841']",0.4307009577751159
4.1,author_cell_type,HAC48,2215,0.6222603392414713,0.8614775725593667,0.2948081264108352,380809,105,1562,653,2,"['ENSG00000160111', 'ENSG00000241684']","['ENSG00000253642', 'ENSG00000153993', 'ENSG00000285294', 'ENSG00000160111', 'ENSG00000144407', 'ENSG00000241684', 'ENSG00000081479', 'ENSG00000104043', 'ENSG00000111885', 'ENSG00000151952']",0.1717358529567718
4.1,author_cell_type,HAC65,595,0.6973400431344356,0.9748743718592964,0.3260504201680672,382529,5,401,194,3,"['ENSG00000169439', 'ENSG00000113361', 'ENSG00000241684']","['ENSG00000225649', 'ENSG00000169439', 'ENSG00000109684', 'ENSG00000227240', 'ENSG00000113361', 'ENSG00000241684', 'ENSG00000120907', 'ENSG00000128573', 'ENSG00000185760', 'ENSG00000228740']",0.1407138407230377
