CrossArea_cluster,mean,std,median,count,q1,q3,f_score
Lamp5_5,-0.062062208845930195,0.18246864257799114,-0.0419223696564882,2721,-0.1824524366783625,0.0739576998760924,0.7042564953012714
Sst_25,-0.07823610230421167,0.2895956357873014,-0.0453109855434441,1805,-0.3032149978327213,0.1773966206947338,0.6335715665443307
Sst_10,-0.10075181912240108,0.19895469658335319,-0.05714009574211665,1302,-0.1966466694757045,0.04152851926455613,0.2922990444069702
Astro_4,-0.08924310367965478,0.2789048017962004,-0.057230409060499254,610,-0.3481807389322292,0.16196040479212173,0.3128031037827352
L6b_6,-0.23282112960732596,0.32070604215010035,-0.0582138234487003,2151,-0.5523572894165212,0.014228389834188851,0.6430401366353544
Micro/PVM_1,-0.2016638336437982,0.2765464802896112,-0.0646143474588117,5773,-0.4125610680213324,0.0307442929496078,0.967712546918844
Sst_7,-0.1456574238319145,0.3342797967261623,-0.0700642653097818,1263,-0.34181272007709007,0.12011395867981994,0.4312354312354312
Vip_3,-0.0988868030534263,0.2971927942752736,-0.0743935609300932,1765,-0.356545035691881,0.1638625516752508,0.4597096570586997
Sncg_2,-0.12994987905178915,0.31481079189361955,-0.0757640109637884,983,-0.38252593751677333,0.15260549849598276,0.6452955870108243
Sncg_6,-0.0961211812185288,0.2707881183300367,-0.0859925486958655,591,-0.31923134945886444,0.1440085746980791,0.3545816733067729
Vip_14,-0.17819036478052858,0.3546095351753004,-0.09085421817747111,706,-0.563086870194498,0.15867625651114703,0.4431664411366712
L2/3 IT_1,-0.10170082475108301,0.18636944795764582,-0.1069600244002584,13133,-0.2220609820567482,0.0370563895346627,0.6508936519893173
Sst_9,-0.15241096204868188,0.30669645519662114,-0.11275772241228765,1192,-0.4440165195196619,0.14337829421602769,0.3264331210191082
Vip_11,-0.12686519335030783,0.25492989585659204,-0.1285577881354486,2811,-0.35085368421531615,0.10478750801008155,0.5304262935242434
Sst_26,-0.18058446517132243,0.24481466064521193,-0.1288875348984254,905,-0.3739752151597555,0.026898276942499,0.1478382147838214
Chandelier_1,-0.13175967363269922,0.275321495804062,-0.13270309202173997,5160,-0.36825218074782945,0.11070144383833691,0.8226685250886974
