organ,first_author,journal,year,doi,collection_name,dataset_title,collection_url,explorer_url,h5ad_url,cluster_header,embedding_key,n_cells,n_clusters,median_of_medians_silhouette,median_of_means_silhouette,median_of_stds_silhouette,median_fscore,mean_fscore,n_nsforest_clusters
neocortext,Jorstad,Science,2023,10.1126/science.adf6812,Transcriptomic cytoarchitecture reveals principles of human neocortex organization,Concatenated Superclusters: 01 CGE interneurons: 67475; 129495 | 02 deeplayer excitatory: 49995; 92969 | 03 IT excitatory: 258604; 638941 | 04 MGE interneurons: 90190;185477 | 05 non neuronal: 50300;108940,https://cellxgene.cziscience.com/collections/d17249d2-0e6e-4500-abb8-e6c93fa1ac6f,https://cellxgene.cziscience.com/e/e4ddac12-f48f-4455-8e8d-c2a48a683437.cxg/,s3://lifebit-user-data-6941eed90a4dd7a1d1026d7a/deploit/teams/69d8dd1e5d3e1f8c350e006f/users/68af3d99c99eb7bd2ff47bc8/projects/69f80768ca774c668fbaaed8/interactive-sessions/nlm-ckn-jupyter-adm-69ff54c8744079a8759425c0/sc-nsforest-qc-nf/data/jorstad/jorstad_neocortex_concat_i64.h5ad,CrossArea_cluster,X_UMAP,516544,146,0.07189298045981474,-0.004659293754154437,0.23919219790506063,0.4904903140688967,0.49086045498085995,146
