clusterName,NSForest_markers,f_score
Sst_35,"['ENSG00000123612', 'ENSG00000064655', 'ENSG00000006128']",0.3460410557184751
Sst_17,"['ENSG00000007062', 'ENSG00000064655', 'ENSG00000006128']",0.3725863475659505
Sst_21,"['ENSG00000138829', 'ENSG00000178031']",0.3851091142490372
Sst_30,"['ENSG00000181195', 'ENSG00000134250', 'ENSG00000147246']",0.5059282117914569
Sst_26,"['ENSG00000138829', 'ENSG00000047648', 'ENSG00000178031']",0.1478382147838214
Sst_12,"['ENSG00000080200', 'ENSG00000142156', 'ENSG00000140090']",0.2283907238229093
Sst_5,"['ENSG00000122585', 'ENSG00000151388', 'ENSG00000152953']",0.2898550724637681
Sst_32,"['ENSG00000164120', 'ENSG00000181195', 'ENSG00000064655', 'ENSG00000152953', 'ENSG00000134250']",0.2494692144373673
Sst_25,"['ENSG00000181195', 'ENSG00000152953', 'ENSG00000112319']",0.6335715665443307
Sst_33,"['ENSG00000104327', 'ENSG00000153162', 'ENSG00000147246']",0.3222150259067357
Sst_4,"['ENSG00000168079', 'ENSG00000146374', 'ENSG00000154864', 'ENSG00000003096']",0.3169014084507042
Sst_10,"['ENSG00000196549', 'ENSG00000109255', 'ENSG00000172987']",0.2922990444069702
Sst_14,"['ENSG00000162733', 'ENSG00000197635', 'ENSG00000154864', 'ENSG00000166268', 'ENSG00000089250']",0.238095238095238
Sst_7,"['ENSG00000154864', 'ENSG00000172987', 'ENSG00000188107']",0.4312354312354312
Sst_6,"['ENSG00000151611', 'ENSG00000057657', 'ENSG00000146374', 'ENSG00000187664']",0.6666666666666666
Sst_18,"['ENSG00000186867', 'ENSG00000168081', 'ENSG00000189056', 'ENSG00000171724']",0.2631578947368421
Sst_27,"['ENSG00000151617', 'ENSG00000164946', 'ENSG00000198786', 'ENSG00000142634']",0.28035413153457
Sst_22,"['ENSG00000137672', 'ENSG00000164946']",0.5626780626780626
Sst_15,"['ENSG00000166268', 'ENSG00000198682', 'ENSG00000169064', 'ENSG00000071205', 'ENSG00000137393']",0.1384083044982699
Sst_2,"['ENSG00000164120', 'ENSG00000143248']",0.4348302300109529
Sst_37,"['ENSG00000168079', 'ENSG00000112414', 'ENSG00000145708']",0.351373182552504
Sst_11,"['ENSG00000007062', 'ENSG00000112414', 'ENSG00000185483']",0.500814332247557
Sst_8,"['ENSG00000169302', 'ENSG00000189056']",0.5373530255233725
Sst_9,"['ENSG00000151617', 'ENSG00000047648', 'ENSG00000164946', 'ENSG00000183580']",0.3264331210191082
Sst_29,"['ENSG00000186867', 'ENSG00000154864', 'ENSG00000151617']",0.363905325443787
Pvalb_5,"['ENSG00000152315', 'ENSG00000019991', 'ENSG00000082438']",0.4755798394290811
Pvalb_3,"['ENSG00000110975', 'ENSG00000011201', 'ENSG00000154188', 'ENSG00000174145']",0.449013848090642
Sst_31,"['ENSG00000104327', 'ENSG00000054803', 'ENSG00000143248']",0.2922077922077922
Sst_24,"['ENSG00000069869', 'ENSG00000153162', 'ENSG00000006128']",0.3190967108492881
Pvalb_7,"['ENSG00000051128', 'ENSG00000086991', 'ENSG00000100362', 'ENSG00000049323']",0.3257328990228013
Sst_3,"['ENSG00000152284', 'ENSG00000119547', 'ENSG00000137252']",0.5263157894736842
Sst_16,"['ENSG00000056291', 'ENSG00000227115', 'ENSG00000134215']",0.4500381388253242
Sst_36,"['ENSG00000213949', 'ENSG00000116117', 'ENSG00000138829', 'ENSG00000179399']",0.4845360824742268
Pvalb_2,"['ENSG00000196091', 'ENSG00000114200', 'ENSG00000075223']",0.6758803483528967
Pvalb_1,"['ENSG00000196091', 'ENSG00000146592', 'ENSG00000174948']",0.5956747186037689
Sst_1,"['ENSG00000138653', 'ENSG00000038427', 'ENSG00000137672']",0.5797803617571059
Sst_19,"['ENSG00000180176', 'ENSG00000129595']",0.6499556344276841
Sst_13,"['ENSG00000262655', 'ENSG00000138829']",0.5101034992607195
Sst_28,"['ENSG00000007062', 'ENSG00000138653', 'ENSG00000113532']",0.5599415204678363
Sst_23,"['ENSG00000137252', 'ENSG00000262655', 'ENSG00000138829']",0.4086845466155811
L6 IT Car3_2,"['ENSG00000115593', 'ENSG00000196358']",0.862540305621758
L6 IT Car3_1,"['ENSG00000135447', 'ENSG00000115593', 'ENSG00000129009']",0.3246753246753247
L6 IT_1,"['ENSG00000132386', 'ENSG00000129009', 'ENSG00000135447', 'ENSG00000224982', 'ENSG00000172673']",0.3395472703062583
L6 IT_2,"['ENSG00000224982', 'ENSG00000156140', 'ENSG00000172673']",0.7055230033639113
L5 IT_1,"['ENSG00000103196', 'ENSG00000175040', 'ENSG00000168743', 'ENSG00000153266']",0.2902374670184696
L6b_6,"['ENSG00000165816', 'ENSG00000164142', 'ENSG00000137573']",0.6430401366353544
L6b_4,"['ENSG00000168743', 'ENSG00000253868', 'ENSG00000187147']",0.6742857142857143
L6b_2,"['ENSG00000056291', 'ENSG00000153993']",0.8120067364527953
L6b_1,"['ENSG00000138356', 'ENSG00000153993', 'ENSG00000157554', 'ENSG00000122012']",0.2165354330708661
L6b_5,"['ENSG00000182379', 'ENSG00000153993', 'ENSG00000153234', 'ENSG00000115756']",0.2562574493444577
L2/3 IT_4,"['ENSG00000078098', 'ENSG00000143858', 'ENSG00000204262']",0.5346642468239564
L2/3 IT_2,"['ENSG00000115457', 'ENSG00000143858', 'ENSG00000135426']",0.1298701298701298
L2/3 IT_6,"['ENSG00000256193', 'ENSG00000115756']",0.8036703630248235
L5 ET_3,"['ENSG00000169856', 'ENSG00000115596', 'ENSG00000168398']",0.6666666666666666
L5 ET_1,"['ENSG00000167332', 'ENSG00000181381']",0.6555407209612817
L5 IT_3,"['ENSG00000180801', 'ENSG00000104722', 'ENSG00000102468']",0.4704393834828617
L5 IT_4,"['ENSG00000198771', 'ENSG00000229807', 'ENSG00000179241', 'ENSG00000064692']",0.099009900990099
L5 IT_2,"['ENSG00000038295', 'ENSG00000180801', 'ENSG00000154237']",0.7816773508108225
L4 IT_5,"['ENSG00000169436', 'ENSG00000223812']",0.583100359445427
L5 IT_6,"['ENSG00000075884', 'ENSG00000056291', 'ENSG00000082438']",0.6344879447290501
L4 IT_1,"['ENSG00000184999', 'ENSG00000082438']",0.5927432535502851
L2/3 IT_5,"['ENSG00000211445', 'ENSG00000106018', 'ENSG00000164106']",0.3305728088336784
L2/3 IT_1,"['ENSG00000164099', 'ENSG00000106018', 'ENSG00000196569']",0.6508936519893173
L4 IT_3,"['ENSG00000188133', 'ENSG00000105976', 'ENSG00000183960']",0.5555555555555556
L2/3 IT_3,"['ENSG00000124782', 'ENSG00000138696', 'ENSG00000143858']",0.535385182454847
Pvalb_6,"['ENSG00000137573', 'ENSG00000137393', 'ENSG00000167306']",0.7372863791381682
Pvalb_4,"['ENSG00000212907', 'ENSG00000143248', 'ENSG00000145708']",0.4711501226281141
Pvalb_8,"['ENSG00000178538', 'ENSG00000213626', 'ENSG00000223351', 'ENSG00000137573']",0.2374936836786255
Pvalb_9,"['ENSG00000100362', 'ENSG00000131398', 'ENSG00000143858', 'ENSG00000139190']",0.2349869451697128
Chandelier_1,"['ENSG00000204291', 'ENSG00000178538']",0.8226685250886974
L5/6 NP_4,"['ENSG00000141255', 'ENSG00000111186', 'ENSG00000165959', 'ENSG00000150051', 'ENSG00000147246']",0.2272727272727272
L5 ET_2,"['ENSG00000140557', 'ENSG00000124302', 'ENSG00000081479']",0.7399087876931455
L6 CT_3,"['ENSG00000137573', 'ENSG00000170381']",0.7719792117799913
L6 CT_2,"['ENSG00000185149', 'ENSG00000134207', 'ENSG00000137809', 'ENSG00000164125']",0.273972602739726
L6 CT_1,"['ENSG00000133067', 'ENSG00000165816', 'ENSG00000153993']",0.4736842105263157
L6b_3,"['ENSG00000159307', 'ENSG00000152315', 'ENSG00000075429']",0.4268292682926829
L5/6 NP_2,"['ENSG00000188783', 'ENSG00000091664', 'ENSG00000100285']",0.2702702702702703
L5/6 NP_6,"['ENSG00000137252', 'ENSG00000174145', 'ENSG00000113361', 'ENSG00000179399']",0.487993803253292
L5/6 NP_3,"['ENSG00000154134', 'ENSG00000162407', 'ENSG00000147246', 'ENSG00000157404']",0.5676791506930109
L5/6 NP_5,"['ENSG00000235770', 'ENSG00000114529']",0.3420074349442379
L5/6 NP_1,"['ENSG00000197085', 'ENSG00000186867']",0.857092156630782
