,Airway smooth muscle cell,Alveolar fibroblast 1,Alveolar fibroblast 2,Alveolar macrophage,Alveolar type 1 cell,Alveolar type 2 cell,Arterial endothelial cell,B cell,Basal cell,CD4+ T cell,CD8+ T cell,Capillary 1 cell,Capillary 2 cell,Chondrocyte,Ciliated cell,Classical DC subset 1,Classical DC subset 2,Deuterosomal cell,Goblet cell,Inflammatory monocyte,Innate lymphoid cell,Interstitial macrophage,Ionocyte,Lymphatic endothelial cell,Mast/Basophil,Mature DC subset,Megakaryocyte/Platelet,Mesothelial cell,Mucous cell,Myoepithelial cell,Natural killer cell,Neutrophil,Patrolling monocyte,Pericyte,Plasma cell,Plasmacytoid DC,Pulmonary neuroendocrine cell,Respiratory airway secretory cell,SMG Basal/Duct cell,Secondary crest myofibroblast,Secretory cell,Serous cell,Suprabasal cell,Systemic venous endothelial cell,T regulatory cell,Tuft cell,Vascular smooth muscle cell,Venous endothelial cell
RNF181,0.0,0.0,0.0,0.90673834,0.0,0.0,0.0,0.0,0.49215382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5206284,1.0589452,0.65446234,0.0,0.0,0.0,0.64293516,0.0,0.0,0.0,0.0,0.49948853,0.4255695,0.4800894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67341936,0.0,0.48076585,0.21850206,0.54298735,0.0,0.0,0.48183775,0.0,0.0
SFTPB,0.0,0.0,0.0,0.0,2.7987537,5.016627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34131527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.381531,0.0,0.0,2.8696766,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GNLY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.474258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7802398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ST3GAL5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36080268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTCD3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34996936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14350712,0.0,0.0,0.0,0.0,0.0,0.0,0.23523496,0.0,0.0
IMMT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13400668,0.0,0.0,0.0,0.27731216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2810123,0.0,0.0,0.0,0.27181846,0.0,0.0,0.373675,0.0,0.0
MRPL35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14118208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHMP3,0.0,0.0,0.0,0.48159787,0.0,0.0,0.0,0.0,0.74980664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75355256,0.0,0.0,0.0,0.95200235,0.0,0.0,0.0,0.0,0.0,0.8553787,0.613966,0.0,0.0,0.0,0.0,0.0,0.0,0.9457089,0.0,0.8708353,0.0,0.0,0.19237883,0.71020657,0.0,0.0,0.59752005,0.0,0.0
CD8A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0305314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6207329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3936386,0.0,0.0,0.0
CYTOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8853749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0117441,0.0,0.0,1.8172061,0.30140263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22345534,0.0,0.0,0.0,0.0,0.0,1.4296234,0.0,0.0,0.0
KRCC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08366714,0.17728055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23797423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14797246,0.0,0.0,0.0,0.10801527,0.0,0.0,0.0,0.0,0.0
ENSG00000211592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31200355,0.48485968,0.0,0.0,0.0,0.0,3.2461548,2.1894405,0.0,0.0,0.25048482,0.0,0.0,0.1465925,0.0,0.0,0.0,0.0,0.0,0.0
TEKT4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68618023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24960908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MRPS5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.334218,0.13864192,0.0,0.0,0.0,0.49222493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3295765,0.0,0.0,0.0,0.31428975,0.0,0.0,0.08810225,0.0,0.0
PROM2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.119530566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2828168,0.0,0.0,0.0,0.2787006,0.0,0.0,0.0,0.0,0.0
FAHD2A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14797246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000232931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26406685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1244564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANKRD36C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41621277,0.6103723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34162498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4064074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUSP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5013998,0.0,0.0,0.0,0.0,0.8006864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7072275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STARD7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43208596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23442358,0.0,0.0,0.0,0.44377127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3068111,0.0,0.0,0.0,0.284633,0.0,0.0,0.0,0.0,0.0
CIAO1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39814436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30023932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNRNP200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6261306,0.25598446,0.0,0.0,0.0,0.32920033,0.0,0.0,0.0,0.0,0.0,0.26220745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43097642,0.0,0.0,0.0,0.35794377,0.0,0.0,0.31119666,0.0,0.0
ENSG00000230606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2537859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COX5B,1.628096,0.0,1.1910968,1.7516618,0.0,1.3124266,1.3763278,0.0,1.7415097,0.0,1.3322078,0.0,1.3029797,1.5393721,1.7435057,1.0129153,1.2892387,1.8710537,1.7016053,1.331182,0.0,1.1108265,2.614552,1.4123495,1.0998137,1.020061,0.0,1.4318962,1.5297179,1.5469908,0.0,0.0,1.4063497,0.0,0.0,1.0346863,1.9783123,1.2703258,1.6131501,1.0167092,1.1532743,1.1233733,1.9917494,1.5647777,1.2784567,1.6910386,1.7018903,1.2439055
ACTR1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.292352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26463446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5912205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8505107,0.0,0.0,0.21932048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VWA3B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98307437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INPP4A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99062115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COA5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21324036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18740693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UNC50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33996272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32500666,0.34311938,0.0,0.0,0.0,0.27993208,0.0,0.0,0.0,0.0,0.0,0.30605987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33154613,0.0,0.0,0.0,0.2653125,0.0,0.0,0.0,0.0,0.0
CRACDL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.669406,0.0,0.0,0.40800583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TSGA10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7206917,0.0,0.0,0.61463356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXNDC9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30110246,0.21202478,0.0,0.0,0.0,0.29046434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24736626,0.0,0.0,0.0,0.18392898,0.0,0.0,0.0,0.0,0.0
EIF5B,0.0,0.0,0.0,0.6853397,0.0,0.5720624,0.6006198,0.0,0.9100204,0.0,0.0,0.0,0.0,0.0,0.5835166,0.49542162,0.0,0.89349747,0.8437754,0.0,0.0,0.0,0.82114357,0.0,0.0,0.0,0.0,0.5240745,0.89273757,0.9165908,0.0,0.0,0.0,0.0,0.0,0.0,0.856375,0.0,0.91005516,0.0,0.41867065,0.5918629,0.9400356,0.0,0.0,1.0626783,0.62284786,0.0
REV1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2618001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11106735,0.0,0.0,0.0,0.20622909,0.0,0.0,0.2037988,0.0,0.0
AFF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1920266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6220876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDCL3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38080245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18522003,0.0,0.0,0.0,0.21712366,0.0,0.0,0.41079742,0.0,0.0
RPL31,2.3459196,0.0,2.5441577,2.3509545,0.0,2.8569257,2.3770227,2.747724,3.0012727,3.1413958,2.8761456,1.770849,1.5248679,2.7202685,2.1879692,3.0864441,2.910164,2.2956448,2.51998,2.4910707,2.656791,1.9535952,2.0159922,2.692448,3.0352838,2.7214384,0.0,2.7369895,2.5344381,2.5615802,2.8360415,0.0,2.3335779,2.1350088,0.98433226,3.047193,2.7289236,2.992508,2.2130911,2.4560056,2.4876678,2.2101812,2.8828707,3.3855407,2.6658082,2.9081178,2.5434372,2.18208
TBC1D8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8330278,0.0,0.0,0.0,0.0,0.0,0.0,0.83818376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNF149,0.0,0.0,0.0,1.2511581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0302627,1.1690378,0.0,0.0,1.5053426,0.0,1.2288246,0.0,0.0,0.0,0.0,0.0,0.49592313,0.0,0.0,0.0,2.4685206,1.8276423,0.0,0.0,1.1483076,0.0,0.0,0.21192296,0.0,0.0,0.0,0.18469891,0.0,0.0,0.0,0.0,0.0
MAP4K4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5270989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0706167,0.0,0.58145756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22587857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL1R2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2122023,0.0,0.0,1.1819277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.317388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL1R1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0781075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8407544
IL1RL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3408985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6150078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MRPS9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15267098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FHL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0137349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7118617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35517812,0.0,0.0,0.0,0.0,0.0
NCK2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3450654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30349034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECRG4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4836547,1.6850477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0578406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4599595,0.0
GCC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3429174,0.0,0.0,0.0,0.0,1.2080246,1.2073668,0.0,0.0,0.78740704,0.5497568,0.0,0.0,0.0,0.6689184,0.0,0.0,0.0,0.0,0.0,0.89858854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.721624,0.0,0.0,0.0,0.25802648,0.0,0.0,0.29359227,0.0,0.0
LIMS1,0.0,0.0,0.0,0.6059465,0.0,0.0,0.0,0.0,0.31153345,0.0,0.0,0.0,0.0,0.0,0.45043212,0.7081789,1.3494684,0.79849863,0.0,1.4446672,0.0,1.2936863,0.43958685,1.2535671,0.0,0.60727435,3.5146341,0.53890723,0.0,0.0,0.0,0.0,1.0360919,0.0,0.0,0.0,0.0,0.0,0.38322884,0.0,0.0,0.0,0.2876779,0.0,0.0,0.0,0.0,0.0
RANBP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66469043,0.0,0.29060757,0.0,0.0,0.0,0.14401208,0.0,0.0,0.0,0.0,0.0,0.763086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4166795,0.0,0.0,0.0,0.24762371,0.0,0.0,0.0,0.0,0.0
SEPTIN10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32837656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4031453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16560258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MALL,0.0,0.0,0.0,0.0,0.0,1.0721247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5229975,0.20436922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NPHP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0559711,0.0,0.0,1.3696864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTLN,0.0,0.0,0.0,0.3781704,0.0,0.0,0.0,0.0,0.3467148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3285771,0.32192457,0.0,0.0,0.0,0.12852138,0.0,0.0,0.0,0.0,0.0,0.0,0.44954664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3335386,0.0,0.0,0.0,0.43165153,0.0,0.0,0.0,0.0,0.0
MIR4435-2HG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9681797,0.59778994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12415266,0.0,0.0,0.0,0.0,0.0,1.345923,0.0,0.0,0.0
BCL2L11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6272874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM87B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22133964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHCHD5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3798862,0.0,0.0,0.0,0.0,0.0,0.7165949,0.0,0.0,1.139133,0.40946344,0.0,0.0,0.0,0.5537774,0.0,0.0,0.0,0.0,0.0,0.22885677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39371383,0.0,0.0,0.0,0.4816026,0.0,0.0,0.22862412,0.0,0.0
SLC20A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29447323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26196563,0.17800859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5978452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0713102,0.0,0.0,0.0,0.0,0.0,0.0,0.41141912,0.0,0.0,0.0,0.0,0.0
RABL2A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71499103,0.0,0.0,0.17082918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
