software_version,cluster_header,clusterName,clusterSize,f_score,precision,recall,TN,FP,FN,TP,marker_count,NSForest_markers,binary_genes,onTarget
4.1,celltype_level3_fullname,T regulatory cell,252,0.6066176470588235,0.9041095890410958,0.2619047619047619,332076,7,186,66,2,"['ENSG00000049768', 'ENSG00000163599']","['ENSG00000049768', 'ENSG00000134460', 'ENSG00000163599', 'ENSG00000280721', 'ENSG00000181847', 'ENSG00000131323', 'ENSG00000163600', 'ENSG00000156127', 'ENSG00000006576', 'ENSG00000277734']",1.0
4.1,celltype_level3_fullname,CD4+ T cell,5629,0.5490513772016934,0.6223341232227488,0.3732456919523894,325431,1275,3528,2101,2,"['ENSG00000113263', 'ENSG00000167286']","['ENSG00000113263', 'ENSG00000138767', 'ENSG00000034677', 'ENSG00000167286', 'ENSG00000198851', 'ENSG00000277734', 'ENSG00000233559', 'ENSG00000112297', 'ENSG00000168421', 'ENSG00000075884']",0.4128720760345459
4.1,celltype_level3_fullname,Innate lymphoid cell,14,0.3846153846153846,0.6666666666666666,0.1428571428571428,332320,1,12,2,3,"['ENSG00000009790', 'ENSG00000174718', 'ENSG00000186810']","['ENSG00000009790', 'ENSG00000073861', 'ENSG00000174718', 'ENSG00000180096', 'ENSG00000186810', 'ENSG00000172543', 'ENSG00000116824', 'ENSG00000168685', 'ENSG00000058262', 'ENSG00000220205']",1.0
4.1,celltype_level3_fullname,CD8+ T cell,3437,0.8400440790031364,0.9483253588516748,0.5766656968286297,328790,108,1455,1982,3,"['ENSG00000153563', 'ENSG00000105374', 'ENSG00000198851']","['ENSG00000172116', 'ENSG00000153563', 'ENSG00000160654', 'ENSG00000100450', 'ENSG00000105374', 'ENSG00000198851', 'ENSG00000172543', 'ENSG00000145649', 'ENSG00000134539', 'ENSG00000167286']",0.4127858281135559
4.1,celltype_level3_fullname,Natural killer cell,8770,0.8800762520940443,0.9429057713136314,0.6948688711516534,323196,369,2676,6094,2,"['ENSG00000111796', 'ENSG00000115523']","['ENSG00000150045', 'ENSG00000137441', 'ENSG00000159674', 'ENSG00000111796', 'ENSG00000115523', 'ENSG00000134539', 'ENSG00000105374', 'ENSG00000173762', 'ENSG00000180644', 'ENSG00000172543']",0.6869159936904907
4.1,celltype_level3_fullname,Plasmacytoid DC,231,0.7853810264385692,0.9805825242718448,0.4372294372294372,332102,2,130,101,2,"['ENSG00000166428', 'ENSG00000132465']","['ENSG00000166428', 'ENSG00000198178', 'ENSG00000166963', 'ENSG00000137265', 'ENSG00000140968', 'ENSG00000132465', 'ENSG00000186810', 'ENSG00000171611', 'ENSG00000170476', 'ENSG00000100453']",0.6965299844741821
4.1,celltype_level3_fullname,B cell,3123,0.8504123458806239,0.91319596668128,0.6669868715978227,329014,198,1040,2083,1,['ENSG00000156738'],"['ENSG00000156738', 'ENSG00000153064', 'ENSG00000136573', 'ENSG00000105369', 'ENSG00000116191', 'ENSG00000138639', 'ENSG00000144218', 'ENSG00000152127', 'ENSG00000164330', 'ENSG00000166501']",1.0
4.1,celltype_level3_fullname,Plasma cell,2147,0.8287632904308898,0.8727165586328816,0.6897997205402888,329972,216,666,1481,1,['ENSG00000170476'],"['ENSG00000143297', 'ENSG00000183508', 'ENSG00000110777', 'ENSG00000239264', 'ENSG00000182158', 'ENSG00000170476', 'ENSG00000132465', 'ENSG00000109670', 'ENSG00000211592', 'ENSG00000134285']",0.6130610704421997
4.1,celltype_level3_fullname,Pulmonary neuroendocrine cell,1151,0.9757575757575756,0.9749134948096886,0.9791485664639444,331155,29,24,1127,1,['ENSG00000134443'],"['ENSG00000134443', 'ENSG00000169347', 'ENSG00000079689', 'ENSG00000171951', 'ENSG00000110680', 'ENSG00000177519', 'ENSG00000104112', 'ENSG00000089199', 'ENSG00000139352', 'ENSG00000233041']",1.0
4.1,celltype_level3_fullname,Ionocyte,158,0.9365079365079364,1.0,0.7468354430379747,332177,0,40,118,2,"['ENSG00000176009', 'ENSG00000162399']","['ENSG00000176009', 'ENSG00000162399', 'ENSG00000249601', 'ENSG00000184908', 'ENSG00000170835', 'ENSG00000186510', 'ENSG00000131050', 'ENSG00000035720', 'ENSG00000185519', 'ENSG00000173253']",1.0
4.1,celltype_level3_fullname,Deuterosomal cell,192,0.8680555555555556,0.946969696969697,0.6510416666666666,332136,7,67,125,2,"['ENSG00000164287', 'ENSG00000165325']","['ENSG00000164287', 'ENSG00000139445', 'ENSG00000117399', 'ENSG00000234965', 'ENSG00000165325', 'ENSG00000142731', 'ENSG00000178202', 'ENSG00000117650', 'ENSG00000234602', 'ENSG00000165891']",1.0
4.1,celltype_level3_fullname,Ciliated cell,13217,0.9479360028286042,0.9895727599889268,0.811379284255126,319005,113,2493,10724,2,"['ENSG00000188817', 'ENSG00000179902']","['ENSG00000160472', 'ENSG00000178965', 'ENSG00000188817', 'ENSG00000153789', 'ENSG00000179902', 'ENSG00000168589', 'ENSG00000152611', 'ENSG00000164972', 'ENSG00000173947', 'ENSG00000133640']",0.6922394037246704
4.1,celltype_level3_fullname,Alveolar type 1 cell,11815,0.8753804657147807,0.989648901944328,0.5988150655945832,320446,74,4740,7075,2,"['ENSG00000182010', 'ENSG00000136155']","['ENSG00000182010', 'ENSG00000136155', 'ENSG00000176771', 'ENSG00000154065', 'ENSG00000112782', 'ENSG00000169031', 'ENSG00000111799', 'ENSG00000182667', 'ENSG00000257894', 'ENSG00000053747']",1.0
4.1,celltype_level3_fullname,Mesothelial cell,105,0.7228915662650602,1.0,0.3428571428571428,332230,0,69,36,2,"['ENSG00000179914', 'ENSG00000105825']","['ENSG00000257017', 'ENSG00000179914', 'ENSG00000116690', 'ENSG00000184937', 'ENSG00000105825', 'ENSG00000276850', 'ENSG00000170571', 'ENSG00000188257', 'ENSG00000184254', 'ENSG00000102854']",1.0
4.1,celltype_level3_fullname,Alveolar fibroblast 2,2537,0.829669639492526,0.974188790560472,0.5206937327552227,329763,35,1216,1321,2,"['ENSG00000167779', 'ENSG00000077942']","['ENSG00000197614', 'ENSG00000168079', 'ENSG00000164530', 'ENSG00000163520', 'ENSG00000167779', 'ENSG00000077942', 'ENSG00000106809', 'ENSG00000145423', 'ENSG00000091986', 'ENSG00000188257']",0.559550404548645
4.1,celltype_level3_fullname,Chondrocyte,5,0.8823529411764706,1.0,0.6,332330,0,2,3,1,['ENSG00000170891'],"['ENSG00000170891', 'ENSG00000182600', 'ENSG00000139219', 'ENSG00000157766', 'ENSG00000145681', 'ENSG00000163864', 'ENSG00000160678', 'ENSG00000125398', 'ENSG00000169439', 'ENSG00000119147']",1.0
4.1,celltype_level3_fullname,Alveolar fibroblast 1,5077,0.7897548921391838,0.9559417946645108,0.4658262753594642,327149,109,2712,2365,2,"['ENSG00000136546', 'ENSG00000077943']","['ENSG00000136546', 'ENSG00000147257', 'ENSG00000165124', 'ENSG00000152527', 'ENSG00000077943', 'ENSG00000185008', 'ENSG00000133026', 'ENSG00000140937', 'ENSG00000145147', 'ENSG00000077942']",1.0
4.1,celltype_level3_fullname,Secondary crest myofibroblast,774,0.554520037278658,0.6938775510204082,0.3074935400516795,331456,105,536,238,2,"['ENSG00000106819', 'ENSG00000198542']","['ENSG00000106819', 'ENSG00000119681', 'ENSG00000198542', 'ENSG00000108821', 'ENSG00000168542', 'ENSG00000188783', 'ENSG00000000971', 'ENSG00000011465', 'ENSG00000127324', 'ENSG00000164692']",0.8467144966125488
4.1,celltype_level3_fullname,Pericyte,2311,0.8678640153944837,0.986870897155361,0.5854608394634357,330006,18,958,1353,2,"['ENSG00000131097', 'ENSG00000171303']","['ENSG00000131097', 'ENSG00000050555', 'ENSG00000171303', 'ENSG00000185633', 'ENSG00000183807', 'ENSG00000130988', 'ENSG00000198759', 'ENSG00000105894', 'ENSG00000106484', 'ENSG00000187498']",1.0
