organ,first_author,year,author_cell_type,embedding,disease,filter,filter_obs_column,filter_obs_value,doi,collection_name,dataset_title,dataset_version_id,journal,collection_url,explorer_url,h5ad_url,tissue_ontology_term_id,disease_ontology_term_id,development_stage_ontology_term_id,tissue_ontology_summary,assay_ontology_summary,cell_type_ontology_summary,disease_ontology_summary,sex_ontology_summary,development_stage_summary,session_id,filtered_h5ad_path,dataset,cluster_header,n_clusters,median_silhouette,mean_silhouette,std_silhouette,filtered_cell_count,high_quality_clusters,medium_quality_clusters,low_quality_clusters,median_fscore,mean_fscore
respiratory_system,Guo,2023.0,celltype_level3_fullname,X_umap,normal,True,,,10.1038/s41467-023-40173-5,Human CellCards Multi-Study CellRef 1.0 Atlas,Human CellCards Multi-Study CellRef 1.0 Atlas,8b459307-bce0-45f9-9e45-a0a3673058a2,Nat Commun,https://cellxgene.cziscience.com/collections/f86d6317-7215-409e-bfda-3f4ded3dadaa,https://cellxgene.cziscience.com/e/eb499fd8-7000-419f-8854-926b9b61b11f.cxg/,https://datasets.cellxgene.cziscience.com/8b459307-bce0-45f9-9e45-a0a3673058a2.h5ad,UBERON:0002048,PATO:0000461,HsapDv:0000104 | HsapDv:0000106 | HsapDv:0000107 | HsapDv:0000111 | HsapDv:0000114 | HsapDv:0000115 | HsapDv:0000116 | HsapDv:0000117 | HsapDv:0000118 | HsapDv:0000119 | HsapDv:0000120 | HsapDv:0000121 | HsapDv:0000123 | HsapDv:0000124 | HsapDv:0000125 | HsapDv:0000126 | HsapDv:0000127 | HsapDv:0000129 | HsapDv:0000130 | HsapDv:0000131 | HsapDv:0000132 | HsapDv:0000133 | HsapDv:0000134 | HsapDv:0000135 | HsapDv:0000136 | HsapDv:0000138 | HsapDv:0000139 | HsapDv:0000140 | HsapDv:0000141 | HsapDv:0000142 | HsapDv:0000143 | HsapDv:0000144 | HsapDv:0000145 | HsapDv:0000146 | HsapDv:0000148 | HsapDv:0000149 | HsapDv:0000150 | HsapDv:0000151 | HsapDv:0000153 | HsapDv:0000155 | HsapDv:0000156 | HsapDv:0000157 | HsapDv:0000158 | HsapDv:0000159 | HsapDv:0000160 | HsapDv:0000161 | HsapDv:0000162 | HsapDv:0000163 | HsapDv:0000164 | HsapDv:0000166 | HsapDv:0000169 | HsapDv:0000170 | HsapDv:0000173 | HsapDv:0000206,UBERON:0002048: 347970,EFO:0009899: 227452 | EFO:0009922: 95405 | EFO:0011025: 25113,CL:0000583: 101380 | CL:0002063: 59053 | CL:4033048: 20167 | CL:0000860: 17999 | CL:4028002: 15066 | CL:0000064: 13410 | CL:0000646: 12989 | CL:0002062: 12039 | CL:0000623: 8853 | CL:4028003: 7047 | CL:4033043: 6437 | CL:0000912: 5641 | CL:4028004: 5445 | CL:0002543: 4776 | CL:4033008: 4609 | CL:0000313: 4333 | CL:1000272: 4257 | CL:1000413: 4034 | CL:0000794: 3443 | CL:0009086: 3366 | CL:0000236: 3167 | CL:0000097: 2919 | CL:0000359: 2916 | CL:0000990: 2854 | CL:0000151: 2699 | CL:4028006: 2670 | CL:0000160: 2521 | CL:0000669: 2510 | CL:0000875: 2189 | CL:0000786: 2181 | CL:1000223: 1155 | CL:4033037: 1113 | CL:4033023: 1009 | CL:4033016: 953 | CL:0000185: 669 | CL:0019019: 515 | CL:0000815: 252 | CL:0000775: 246 | CL:0000784: 236 | CL:0000841: 236 | CL:4033044: 202 | CL:0005006: 159 | CL:1000491: 106 | CL:0002075: 88 | CL:4033018: 41 | CL:0001065: 14 | CL:0000138: 6,PATO:0000461: 347970,PATO:0000383: 178207 | PATO:0000384: 169763,51-year-old stage: 33,563c8a,s3://lifebit-user-data-6941eed90a4dd7a1d1026d7a/deploit/teams/69d8dd1e5d3e1f8c350e006f/users/68af3d99c99eb7bd2ff47bc8/projects/69f80768ca774c668fbaaed8/jobs/6a173ab946fb68e769a8b9d6/work/df/77427df89d893c8cc96620113064f9/adata_filtered_respiratory_system_Guo_Nat_Commun_2023.0_celltype_level3_fullname_X_umap_3058a2.h5ad,respiratory_system_Guo_Nat_Commun_2023.0_celltype_level3_fullname_X_umap_3058a2,celltype_level3_fullname,48,0.6888699145325383,0.6115353736412762,0.3405666163446327,332335,39,5,4,0.815145145156363,0.7844720795391655
