,Airway smooth muscle cell,Alveolar fibroblast 1,Alveolar fibroblast 2,Alveolar macrophage,Alveolar type 1 cell,Alveolar type 2 cell,Arterial endothelial cell,B cell,Basal cell,CD4+ T cell,CD8+ T cell,Capillary 1 cell,Capillary 2 cell,Chondrocyte,Ciliated cell,Classical DC subset 1,Classical DC subset 2,Deuterosomal cell,Goblet cell,Inflammatory monocyte,Innate lymphoid cell,Interstitial macrophage,Ionocyte,Lymphatic endothelial cell,Mast/Basophil,Mature DC subset,Megakaryocyte/Platelet,Mesothelial cell,Mucous cell,Myoepithelial cell,Natural killer cell,Neutrophil,Patrolling monocyte,Pericyte,Plasma cell,Plasmacytoid DC,Pulmonary neuroendocrine cell,Respiratory airway secretory cell,SMG Basal/Duct cell,Secondary crest myofibroblast,Secretory cell,Serous cell,Suprabasal cell,Systemic venous endothelial cell,T regulatory cell,Tuft cell,Vascular smooth muscle cell,Venous endothelial cell
ENSG00000169946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000164830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9463552667739543,0.0,0.0,0.0,0.0,0.0,0.0,0.9148936170212766,0.0,0.0,0.0,0.0,0.0,0.9443221358542747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9330279510071937,0.0,0.0,0.0,0.0,0.0,0.0,0.9277620721370616,0.0,0.0
ENSG00000154188,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000104408,0.0,0.0,0.3395212495580633,0.3320265754740289,0.0,0.37282219719379506,0.31970899409436165,0.0,0.48261085596490416,0.3853244401038961,0.35812126956087476,0.0,0.0,0.0,0.2978723404255319,0.3610716398726118,0.38092822470563525,0.3061527647870652,0.3118147228626495,0.0,0.4734877385991685,0.0,0.30954855807284093,0.3868378933439863,0.46907721554979365,0.3338680241970306,0.0,0.4086646209371851,0.35049835037677846,0.37524562820475155,0.0,0.0,0.33055567741394043,0.0,0.0,0.34326318223425684,0.33128426176436404,0.3360028926362383,0.35034106766923945,0.38475790302804175,0.3067693291826451,0.32032461749746444,0.4032045361843515,0.48147388087942244,0.3755238715638506,0.5020878124744335,0.3791138897550867,0.3059892717828142
ENSG00000104412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9251185554139157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9148936170212766,0.9332861646692804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9553769471797537,0.0,0.0,0.0,0.9329593016746196,0.0,0.0,0.0,0.0,0.0
ENSG00000120533,0.0,0.0,0.0,0.6833244739694798,0.0,0.5845967163430884,0.7040219953719605,0.0,0.6071509046757475,0.0,0.0,0.0,0.0,0.0,0.0,0.5989448136471688,0.6295869566024618,0.6541103238755084,0.6011508804686526,0.0,0.0,0.0,0.6449912951347676,0.0,0.0,0.0,0.0,0.6644773889095226,0.6016308601866377,0.5958651849564086,0.0,0.0,0.6366561828775609,0.0,0.0,0.6067469589253689,0.0,0.0,0.6083362863418904,0.0,0.574468085106383,0.5745685747329224,0.601874293165004,0.6880346929773371,0.0,0.7096952910118914,0.0,0.7520911186299426
ENSG00000205038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000147654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9200687370401748,0.0,0.0,0.0,0.9247808456420898,0.0,0.0,0.0,0.0,0.0,0.9222363258929963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.922888291643021,0.0,0.0,0.0,0.9148936170212766,0.0,0.0,0.0,0.0,0.0
ENSG00000147642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000104447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9810273545853635,0.0,0.0,0.0,0.0,0.0,0.9720375816872779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9574468085106383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
