organ,first_author,journal,year,doi,collection_name,dataset_title,collection_url,explorer_url,h5ad_url,cluster_header,embedding_key,n_cells,n_clusters,median_of_medians_silhouette,median_of_means_silhouette,median_of_stds_silhouette,median_fscore,mean_fscore,n_nsforest_clusters
respiratory_system,Guo,Nat Commun,2023.0,10.1038/s41467-023-40173-5,Human CellCards Multi-Study CellRef 1.0 Atlas,Human CellCards Multi-Study CellRef 1.0 Atlas,https://cellxgene.cziscience.com/collections/f86d6317-7215-409e-bfda-3f4ded3dadaa,https://cellxgene.cziscience.com/e/eb499fd8-7000-419f-8854-926b9b61b11f.cxg/,https://datasets.cellxgene.cziscience.com/8b459307-bce0-45f9-9e45-a0a3673058a2.h5ad,celltype_level3_fullname,X_umap,332335,48,0.6888699145325383,0.6187302695386031,0.18810701513647088,0.815145145156363,0.7844720795391656,48
