organ,first_author,journal,year,doi,collection_name,dataset_title,collection_url,explorer_url,h5ad_url,cluster_header,embedding_key,n_cells,n_clusters,median_of_medians_silhouette,median_of_means_silhouette,median_of_stds_silhouette,median_fscore,mean_fscore,n_nsforest_clusters
retina,Li,Nat Genet,2026.0,10.1038/s41588-025-02454-1,Single cell atlas of the human retina,snRNA-seq of human retina - all cells,https://cellxgene.cziscience.com/collections/4c6eaf5c-6d57-4c76-b1e9-60df8c655f1e,https://cellxgene.cziscience.com/e/d6505c89-c43d-4c28-8c4f-7351a5fd5528.cxg/,s3://lifebit-user-data-6941eed90a4dd7a1d1026d7a/deploit/teams/69d8dd1e5d3e1f8c350e006f/users/68af3d99c99eb7bd2ff47bc8/projects/69d93065767e484aabb63830/interactive-sessions/sc-nsforest-qc-nf-jupyter-69d9333e5d3e1f8c350f3de6/manual_sc_data/li_et_al_2023_BC_RGC_RPE.subset5000.h5ad,author_cell_type,X_umap,383129,135,0.4703380052586272,0.3484193574739948,0.2373955333417996,0.6955933821189946,0.6319848456909184,135
