gene,AEC,AF1,AF2,AM,ASMC,AT1,AT2,B,Basal,CAP1,CAP2,CD4 T,CD8 T,Chondrocyte,Ciliated,Deuterosomal,Goblet,ILC,IM,Ionocyte,LEC,MEC,Mast/Basophil,Megakaryocyte/Platelet,Mesothelial,Mucous,NK,Neutrophil,PNEC,Pericyte,Plasma,RAS,SCMF,SMG Basal/Duct,SVEC,Secretory,Serous,Suprabasal,Treg,Tuft,VEC,VSMC,cDC1,cDC2,iMON,maDC,pDC,pMON
KLF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5428942060239985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7441283749956442,0.0,0.0,0.3541390097734014,0.0,0.0,0.0,0.0,0.0,0.403483308500185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5728790403307038,0.0,0.0,0.0,0.7146559231234549,0.0,0.629334680776011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM114A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.586314909479775,0.0,0.0,0.8242113744450235,0.0,0.0,0.0,0.0,0.0,0.9830220302584841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.646151336975458,0.0,0.0,0.3734970424835707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RFC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2862476434277021,0.0,0.0,0.0,0.0,0.6040123321184274,0.0,0.0,0.0,0.0,0.0,0.35523229330929457,0.0,0.3791207541241813,0.0,0.0,0.0,0.45350720198606626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4702437541118191,0.0,0.0,0.0,0.24550348714277528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL9,2.808158407385318,1.891699917416542,2.6344793192629434,2.6011478552952836,2.4764697054309908,1.4118798241566037,3.1295964625838706,2.9069577829535476,3.3106971867622823,2.230497977624223,1.9490022266448828,3.1332777674522143,3.0414324574889076,2.1530515245577675,2.276448790230017,2.543251502538772,2.5284786598808235,2.88658860905644,2.3609989194658434,2.5768094449889776,2.904691899127385,3.297036967762809,3.1923800311031436,0.0,2.9988247090245514,2.9143482133126146,2.8741988986505635,0.0,2.6318215585783795,2.566150243045157,1.5333342976768187,2.992023013344704,2.994190417418999,2.873683014142772,3.080460846165757,2.368277368368906,2.535909204240373,3.153476605894303,2.7974292673095764,3.1601217785604696,2.7135860086190142,2.9480224891625886,3.1017416278393144,2.9465619830374794,2.7606002643536223,2.854151305118285,3.4576181750444532,2.7007077707499687
UGDH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2486945534410194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5128065433372478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMIM14,0.0,0.0,0.7116741444937313,0.39636044062557385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9460235847389138,1.007215076971804,0.9904615654812544,0.0,0.0,0.7477411057294722,0.0,0.0,0.0,0.0,0.0,1.2390224583001344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8735830644132662,0.0,0.298152286796742,0.6975402320911149,0.2644953800145769,0.0,0.5017832156287397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UBE2K,0.0,0.0,0.0,0.341571950148459,0.0,0.0,0.0,0.0,0.297339571710511,0.0,0.0,0.0,0.0,0.0,0.0,0.23936222337950397,0.36404278119073286,0.0,0.0,0.40158641539734735,0.0,0.0,0.0,0.0,0.0,0.38575285518789815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4022249002807091,0.0,0.0,0.0,0.4081581192367471,0.0,0.2602014515217334,0.0,0.0,0.6945306168910927,0.3307971816106961,0.0,0.4582017082152666,0.0,0.0
PDS5A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1002139544415283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2518744099688664,0.0,0.0,0.0,0.11326743275220635,0.0,0.08810225115386126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RHOH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0602693432746169,0.0,0.0,0.0,1.4065047725679798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2664109239412287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6076839782808507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RBM47,0.0,0.0,0.0,0.5682798820143424,0.0,0.0,0.6145109975539991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74714722046614,0.7224792403677431,0.7472144018302211,0.0,1.8858262544052915,0.6190458018852727,0.0,0.0,0.0,0.0,0.0,0.7857616284207641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6136452688047142,0.0,0.0,0.5121318848372395,0.5113149911571965,0.0,0.5911063210489452,0.0,0.0,0.5924492114341857,1.2266933603391927,1.6568330801680593,1.0071046610112464,0.0,0.0
APBB2,0.0,0.0,0.0,0.0,0.0,0.6359678523981298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UCHL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4069702836196463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIMCH1,0.0,2.3401759758351455,0.0,0.0,0.0,2.6061689179569254,0.9105395650469503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2719485972554062,0.0,0.0,0.0,0.0,0.0,0.5318333986735073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34289065417320136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM33,0.0,0.0,0.0,0.3634408016423302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1669646222205582,0.0,0.0,0.24097324443646387,0.0,0.0,0.0,0.0,0.0,0.2861157067208506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24490224640570554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC30A9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23088413676862135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2117357268084773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATP10D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714484423099353,0.0,0.0,0.0,0.0,0.0,0.1284009749566043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLAIN2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28413499177927204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19609113751771157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OCIAD1,0.0,0.0,0.0,0.7293393738677412,0.0,0.0,0.405965733900848,0.0,0.7079698388613953,0.0,0.0,0.0,0.0,1.1754607744283627,0.7073390604525434,0.7331684263966243,0.7393487248545668,0.0,0.0,0.803775141384854,0.0,0.7180806090562609,0.0,0.0,0.6179994217468118,0.8366477988784004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7047456420492189,0.0,0.0,0.5472796487524687,0.7021676643674638,0.0,0.7003410789128344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OCIAD2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7516866811986156,0.0,0.0,0.0,0.0,0.0,0.41638015950497637,0.5818319044205683,0.7222600702583389,0.0,0.0,0.9948980508082297,0.0,0.3215485417811324,0.0,0.0,0.0,0.6777007365104918,0.0,0.0,1.3838991503939357,0.0,0.0,0.0,0.0,0.7226961327334911,0.0,0.0,0.17394899630616853,0.7294644811357734,0.0,1.472625701323489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
