,Astro_1,Astro_2,Astro_3,Astro_4,Astro_5,Chandelier_1,Endo_1,Endo_2,L2/3 IT_1,L2/3 IT_3,L2/3 IT_4,L2/3 IT_5,L2/3 IT_6,L4 IT_1,L4 IT_5,L5 ET_1,L5 ET_2,L5 ET_3,L5 IT_1,L5 IT_2,L5 IT_3,L5 IT_6,L5/6 NP_1,L5/6 NP_2,L5/6 NP_3,L5/6 NP_4,L5/6 NP_5,L5/6 NP_6,L6 CT_1,L6 CT_3,L6 IT Car3_1,L6 IT Car3_2,L6 IT_1,L6 IT_2,L6b_1,L6b_2,L6b_3,L6b_4,L6b_5,L6b_6,Lamp5 Lhx6_1,Lamp5_1,Lamp5_2,Lamp5_3,Lamp5_4,Lamp5_5,Lamp5_6,Lamp5_7,Micro/PVM_1,OPC_1,Oligo_1,Oligo_2,Oligo_3,Oligo_4,Pax6_1,Pax6_2,Pax6_3,Pax6_4,Pvalb_1,Pvalb_2,Pvalb_3,Pvalb_4,Pvalb_5,Pvalb_6,Pvalb_7,Pvalb_8,Pvalb_9,Sncg_1,Sncg_2,Sncg_3,Sncg_4,Sncg_5,Sncg_6,Sncg_7,Sncg_8,Sst Chodl_1,Sst_1,Sst_10,Sst_11,Sst_12,Sst_13,Sst_14,Sst_15,Sst_16,Sst_17,Sst_18,Sst_19,Sst_2,Sst_21,Sst_22,Sst_23,Sst_24,Sst_25,Sst_26,Sst_27,Sst_28,Sst_29,Sst_3,Sst_30,Sst_31,Sst_32,Sst_33,Sst_35,Sst_36,Sst_37,Sst_4,Sst_5,Sst_6,Sst_7,Sst_8,Sst_9,VLMC_1,VLMC_2,Vip_1,Vip_10,Vip_11,Vip_12,Vip_13,Vip_14,Vip_15,Vip_16,Vip_17,Vip_18,Vip_19,Vip_2,Vip_20,Vip_21,Vip_22,Vip_23,Vip_24,Vip_25,Vip_26,Vip_27,Vip_28,Vip_29,Vip_3,Vip_4,Vip_5,Vip_6,Vip_7,Vip_8,Vip_9
ZNF264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.236156,3.3944972,0.0,3.0141068,0.0,0.0,3.1197195,3.2360942,0.0,0.0,3.134349,0.0,3.3766649,0.0,0.0,0.0,3.4244072,0.0,0.0,3.4070115,0.0,3.1603184,0.0,2.9210188,3.2383213,3.440095,3.1919255,0.0,3.2579284,3.2907567,3.3463984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0237894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8062937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF271P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.23366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1079571,2.7955341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9680378,0.0,3.0237894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.726936,3.8464475,4.163734,3.3718836,3.9425964,4.1640763,4.043376,3.6003387,3.7235157,3.843245,3.5712638,3.8312078,3.8204541,3.7188847,3.8606753,3.7841399,4.0955834,3.7837408,3.7522388,3.894662,3.743098,3.9389744,1.5467058,3.589087,3.5105758,3.725273,3.815369,3.811442,3.3052619,3.6510115,3.6447837,3.536149,3.9728346,4.3361015,4.471399,4.283094,4.5077147,4.2522755,4.278526,4.1799974,0.0,0.0,0.0,0.0,0.0,0.0,3.127523,0.0,3.9154468,4.0143614,3.9002423,3.8853834,3.7378395,3.6080093,3.794533,3.9426944,0.0,3.743581,3.7184234,4.53491,4.52107,0.0,4.2695403,0.0,0.0,3.2605314,0.0,3.8125658,0.0,0.0,0.0,0.0,3.3055148,4.1402125,0.0,0.0,0.0,0.0,3.970127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.795803,0.0,0.0,0.0,4.005507,3.4153833,0.0,0.0,0.0,0.0,4.237926,0.0,3.9768248,0.0,0.0,3.9390821,4.558753,4.197149,3.8225954,0.0,4.0670676,0.0,3.984273,3.2412791,0.0,3.8778787,0.0,4.634014,4.385131,3.986694,4.0827045,3.8742752,0.0,0.0,3.7967196,3.9349189,3.983344,4.073179,3.8550043
ZNF274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8062937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2599263,3.1421268,0.0,0.0,0.0,0.0,2.80533,2.6137147,3.468761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1901069,0.0,0.0,0.0,0.0,0.0,0.0,3.0966535,2.6014175,0.0,0.0,0.0,0.0,0.0,2.6948688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5411428,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8601122,4.110987,3.8901052,3.7225902,3.9938374,3.8110728,3.732808,4.22774,4.078949,4.0053744,3.9221125,3.8700786,3.820597,4.0562024,4.1030664,3.9656994,4.2228804,4.1280017,4.1245537,4.1385183,4.035005,4.0477486,3.6364589,3.9751904,3.4206645,3.7924962,4.236416,4.299389,4.094779,4.070439,4.102188,4.2073956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5993521,0.0,0.0,3.4045587,0.0,0.0,3.8142765,3.5019052,4.0741725,3.9274244,3.9680378,3.7123241,3.6365788,0.0,0.0,0.0,0.0,0.0,0.0,3.7090998,0.0,3.7474842,0.0,0.0,0.0,0.0,3.9010491,4.1402125,0.0,3.8199778,0.0,0.0,3.3521793,3.6132116,0.0,0.0,1.7241954,0.0,3.785864,0.0,0.0,3.734383,0.0,4.3682942,0.0,3.1963196,0.0,0.0,3.3471298,3.82228,0.0,3.376192,3.8475122,4.005507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.755666,0.0,0.0,0.0,0.0,3.5786123,0.0,0.0,0.0,0.0,4.0376825,0.0,3.2060099,0.0,0.0,0.0,3.8452587,0.0,3.6090581,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF280B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9817128,0.0,0.0,0.0,0.0,0.0,2.8016777,2.8062937,0.0,0.0,3.1794448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.844412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3682942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF280C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3434365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF280D,5.2672644,0.0,5.4461665,5.3328967,5.10814,4.970351,5.034868,0.0,4.6976404,4.823255,4.6707535,4.532924,4.745882,4.6754537,4.8389597,4.7155123,4.6251583,5.1433725,4.7683783,4.788036,4.69178,4.708993,4.6881337,4.7940073,5.07699,4.1318536,4.9198833,4.799447,4.695182,4.8346663,4.194611,4.6626816,4.4392133,4.7864337,4.7534475,4.769369,4.463777,4.656114,4.563125,4.755776,5.347927,5.176643,5.26524,4.9747257,5.195335,5.189952,5.1325574,5.039304,0.0,5.341506,5.392584,5.488009,5.5309463,5.7723985,5.1164317,5.451318,5.1010504,5.274282,5.1350975,5.350174,5.1285715,4.9642096,5.1436405,5.085043,5.340048,5.1206946,4.9829664,5.4492903,5.4310694,5.5146184,5.39233,5.2315426,5.254195,5.1606956,5.2111177,4.925172,4.9635153,5.0926,4.9102783,4.9033403,5.0431967,5.2222395,5.3761697,5.190317,4.9316525,4.995598,5.267637,5.1966133,5.008626,5.199136,4.9738426,5.0043526,5.200299,4.700338,5.061388,5.0151176,5.111595,5.055085,5.0846696,5.2828865,5.1135235,5.1937747,4.8671,5.2510433,5.037467,5.073774,4.7683234,5.3780456,5.054394,4.866403,4.9652557,0.0,0.0,5.0558205,4.8570223,4.801452,5.437874,4.8066,4.895955,5.1495857,5.192706,5.164462,4.955995,5.157139,4.929172,4.912113,5.0522633,4.667484,5.1901827,4.724071,5.1133456,5.1994343,5.192647,5.1953793,5.148786,4.920186,4.695451,5.2049627,5.0335555,5.274668,5.060947,5.2037754
ZNF281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8062937,0.0,0.0,3.1186242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.207647,0.0,0.0,0.0,0.0,0.0,2.8758087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2936246,0.0,3.5686114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF292,4.8636456,5.1567097,4.8975477,5.240774,0.0,5.3195333,5.3451357,0.0,5.264004,5.242422,5.20164,5.181245,5.266795,5.554574,5.5040774,5.1655,5.2796206,4.5256224,5.240324,5.2913575,5.264076,5.4935894,5.4326816,5.313004,5.479457,5.638149,5.4702454,5.3678513,5.3909364,5.2500134,5.0054235,5.263294,4.980494,5.2782836,5.116109,5.2174134,5.260007,5.263805,5.033114,5.305468,5.4032493,5.6259274,5.6726327,5.3523607,5.615489,5.572514,5.5125074,5.4474707,0.0,5.4237766,5.2644744,5.3510027,5.340203,4.6275754,5.573798,5.6451244,5.8197165,5.4887667,5.4742575,5.3856726,5.451638,5.2537494,5.385423,5.412969,5.1843185,5.3957467,5.286793,5.9857903,5.8175535,5.8703046,5.8886795,5.627007,5.8054476,5.617855,5.739115,5.339077,5.3925114,5.449853,5.3477736,5.3173866,5.432523,5.2222395,5.3551183,5.3768363,5.573406,5.363803,5.3902307,5.4957724,5.4916377,5.4533167,5.4448524,5.420495,5.2820425,5.4177847,5.419267,5.3513417,5.485387,5.3723216,5.4880686,5.4867516,5.416719,5.374529,5.3482666,5.4044824,5.2094574,5.392221,5.2856755,5.274217,5.3518076,5.319648,5.405139,0.0,0.0,5.619816,5.903626,6.0149755,5.9325104,5.3724284,5.682375,6.3473244,5.8767385,5.7266874,6.373321,5.747675,5.843665,6.288187,5.6585336,5.932773,5.704522,5.8205934,6.2099276,5.9969454,5.968514,6.0611267,5.8819637,6.1545954,6.2074666,5.8208647,5.9473605,5.929932,6.0158463,6.0728664
ZNF30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0296154,3.0569987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF302,0.0,0.0,0.0,0.0,0.0,4.0630155,0.0,0.0,3.8586946,3.7665083,4.045308,4.0548496,4.1843557,4.117249,4.041438,4.062061,4.117591,4.443296,4.054129,4.0412455,4.123003,3.676912,4.025754,4.050238,4.0061197,0.0,3.7224917,4.0069366,3.7532146,3.8513584,4.360902,3.829488,4.0465865,3.8787131,4.1170807,3.8736017,3.979894,3.8197997,4.1763215,3.858065,4.3350244,4.0632963,4.3003726,4.571549,4.2494993,4.1792526,3.8920233,4.020762,0.0,0.0,0.0,0.0,0.0,0.0,4.129745,4.321881,4.0143757,4.1818924,4.0014143,4.2595596,4.0345144,4.0105743,3.7687173,4.011798,4.0960374,3.8422623,4.167918,3.6623592,4.2310543,0.0,4.055046,3.86184,3.939948,3.9399514,0.0,3.837665,3.5262012,0.0,0.0,0.0,4.1744504,0.0,3.8792233,3.8890553,0.0,3.9774415,4.151963,3.966732,0.0,3.6688302,3.8429372,3.7240102,3.8224204,0.0,4.1121826,3.9039311,0.0,4.4972568,0.0,3.9075649,0.0,3.5987985,3.440993,4.2071066,4.3180156,0.0,3.7081108,4.1284223,4.0418797,0.0,0.0,0.0,0.0,3.7835097,4.1479077,4.114936,4.008954,4.190719,3.7980003,4.076989,3.974934,4.2221103,0.0,4.253866,3.7929354,4.028695,4.0367527,4.8394494,4.2833056,4.5636263,0.0,0.0,3.970076,3.6719587,4.082649,3.946102,3.7464447,0.0,3.8575656,4.050127,0.0,4.157178
ZNF316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6877403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.380694,3.1439743,0.0,0.0,0.0,0.0,2.5834954,2.745685,0.0,0.0,0.0,2.8090253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6339904,0.0,0.0,0.0,3.3883123,0.0,0.0,0.0,2.6927218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2504401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.344402,0.0,3.3981678,0.0,0.0,0.0,0.0,0.0,3.2234876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7301311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8062937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF324B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3302808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6403146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9262536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
