CrossArea_cluster,mean,std,median,count,q1,q3,f_score
Vip_28,-0.2189268227421166,0.2495863652948744,-0.3030853956608966,175,-0.4232160175312621,-0.00328666825365885,0.5145118733509235
Vip_9,-0.33020691250191936,0.14911313136244322,-0.3044122199851689,200,-0.4345865917752575,-0.2299853158566619,0.5945121951219512
Pax6_3,-0.43445017228992433,0.23449790661716552,-0.31181984621074554,330,-0.5774879560983485,-0.2543291255348345,0.7204301075268817
Sncg_5,-0.2573807889936765,0.19504326026975635,-0.3202566118305435,251,-0.3864824486726744,-0.1242249131079727,0.6337271750805585
L6 IT_2,-0.3368964297157121,0.24695836676582358,-0.3295641291242533,301,-0.5245388304853572,-0.1671859018001268,0.6177606177606177
Vip_13,-0.32505447537620386,0.17174742557479827,-0.3439621637546944,251,-0.44548990541301037,-0.2178669072237851,0.43026706231454
Sst_16,-0.38306867205706036,0.20694889546133147,-0.35315317546272984,260,-0.4585465889685258,-0.24441250641171103,0.5689655172413793
Lamp5_4,-0.36955944158566323,0.2072867391849881,-0.3844096641408456,259,-0.534547659223592,-0.20429376226650955,0.4369414101290963
Sst_12,-0.37259831657092746,0.18791790358526586,-0.40091623321528785,236,-0.5189342157409522,-0.2620152636006385,0.3839869281045752
Vip_22,-0.46350091197257404,0.15795173012842328,-0.4020655971359041,11,-0.5334267056580115,-0.3600976691819278,0.5555555555555556
L4 IT_5,-0.40901590225101164,0.16266173143392731,-0.42690113793467266,340,-0.5106592729598873,-0.27445046858765926,0.6053811659192825
Vip_18,-0.46659244843717285,0.16829443933221372,-0.4291670855624466,285,-0.5812305150362667,-0.3521658772868058,0.4137447405329593
L6 CT_3,-0.4318848680874094,0.20896054942053846,-0.4339322596772346,328,-0.6287200886724504,-0.25688381106939034,0.5438931297709924
Vip_6,-0.49786040338539694,0.1599760419652542,-0.4660111784451753,311,-0.6439193341404446,-0.3776122744491677,0.5632823365785814
Vip_29,-0.5726601787590547,0.1858472497914899,-0.507646545765046,46,-0.7866831422196043,-0.4121897624106871,0.4729729729729729
L6b_2,-0.5078441356785581,0.1042935507357545,-0.5170670639523558,308,-0.5852688431236726,-0.44547407359472874,0.5982490272373541
L5 IT_2,-0.47007661723238636,0.22711923800625597,-0.5196125373022731,255,-0.6589910607916752,-0.26193802201153954,0.5974842767295597
Sst_27,-0.5364875637298575,0.10018171091353024,-0.5465145063396346,316,-0.6178703364798692,-0.479301723890987,0.383254716981132
L2/3 IT_5,-0.5660990111475982,0.14529854824651803,-0.5499047583481588,383,-0.6122786021849358,-0.49054142233744785,0.6122448979591837
L2/3 IT_6,-0.5467428431075765,0.19265392703446865,-0.5819941491473257,266,-0.6840592761099948,-0.4580625493721069,0.5362537764350453
Oligo_4,-0.5818891106219336,0.13595249413587526,-0.5821281500162847,229,-0.6916406897720747,-0.4792171755329939,0.5172413793103449
Pvalb_6,-0.563649501501947,0.16007485155111364,-0.5844197493592291,272,-0.6951898091748915,-0.44739101257953334,0.3598484848484848
L5/6 NP_1,-0.5660734375237263,0.1155271190614344,-0.5920486707899393,266,-0.654311938510675,-0.4676997802703146,0.597667638483965
Astro_1,-0.6015159886828237,0.12600030955053057,-0.6138430942618796,236,-0.702674313514823,-0.533727753831805,0.676829268292683
Pvalb_4,-0.6246863820927439,0.1317915000347554,-0.6184176603256081,286,-0.7053553576296988,-0.5314634281956853,0.4125412541254125
Vip_16,-0.6583726731694046,0.1294869256550209,-0.6623873078915782,307,-0.7873663174988785,-0.5523153445511949,0.4233128834355828
