clusterName,NSForest_markers,f_score
HAC28,"['LCNL1', 'LINC03122', 'RAPGEF5']",0.6436731107205624
HAC66,"['NPY', 'PDE6A', 'ANO2']",0.5148883374689827
HAC86,"['LINC01013', 'ENSG00000251680', 'SYT17', 'ENSG00000287881', 'MYO10']",0.0374732334047109
HAC26,"['CHST9', 'TAFA4', 'LRP2']",0.7569661301945713
HAC68,"['CARTPT', 'PDE6A', 'NFIA', 'ANO2']",0.6307129798903108
HAC19,"['CARTPT', 'ENSG00000231252']",0.7761354986044151
HAC60,"['PKN2-AS1', 'TAFA1']",0.5219072164948454
HAC20,"['LINC02055', 'ENSG00000285681']",0.7385848200786211
HAC80,"['POU3F3', 'LINC02055', 'PANTR1', 'GLCE']",0.1244813278008298
HAC3,"['MYO18B', 'PDGFRA']",0.6585584119752684
HAC71,"['PDGFRA', 'LINC02350', 'SAMSN1']",0.6775147928994083
HAC77,"['ENSG00000228566', 'EYA4', 'SAMSN1', 'OTX2']",0.6016597510373444
HAC8,"['ENSG00000251488', 'EYA4']",0.6430011520737328
OFF-SAC,"['SH3BP4', 'CCDC39']",0.7419781188046112
DB3a,"['ENSG00000267109', 'PDZRN4']",0.8461585816301403
OFFx,"['FEZF1-AS1', 'ENSG00000278254']",0.8557106003752345
DB1,"['LINC01091', 'NXPH2']",0.7930533544638141
FMB,"['TACR3', 'TAFA4']",0.7766455521894795
VIP,"['ENSG00000286481', 'RNF220']",0.8926996029995589
AII,"['SLC12A7', 'NFIA-AS2']",0.7498827392120075
AII*,"['SLC12A7', 'OTOGL', 'EYS', 'ABCA4']",0.6763590391908976
OFF-SAC*,"['SLC5A7', 'CCDC39', 'NETO1', 'SAMSN1']",0.7193732193732194
ON-SAC,"['TNFRSF11A', 'CCDC39']",0.7125696713434557
DB2,"['TAFA4', 'NFIB']",0.8425177565515553
DB3b,"['C8orf34', 'MRPS30-DT']",0.7207676286819399
DB6,"['SYK', 'LINC01091']",0.7114183764495986
RB,"['MCTP2', 'SAMD5']",0.9066349686622002
DB5,"['COL19A1', 'NFIB']",0.8148566117896973
HAC90,"['ATP11C', 'NXPH2', 'ENSG00000234352', 'TSHZ2']",0.0180602006688963
HAC79,"['MYO18B', 'PDGFRA', 'LINC02350', 'SYNAGE']",0.0419906687402799
HAC92,"['LINC01099', 'POU3F3', 'TRPC4', 'HPGD']",0.0506879073135409
Rod,"['NR2E3', 'ENSG00000257165']",0.8127919045147898
HAC89,"['LINC00842', 'BHLHE22', 'PAPPA2', 'PCDH17']",0.0313257881972514
