dataset_version_id,cluster_name,skos,manual_mapped_cid,cell_ontology_id
ad9529a3-0937-4177-9732-31dee15188c1,HAC79,relatedMatch,CL:4030027,
ad9529a3-0937-4177-9732-31dee15188c1,HAC8,relatedMatch,CL:4030027,
ad9529a3-0937-4177-9732-31dee15188c1,HAC80,relatedMatch,CL:0000561,
ad9529a3-0937-4177-9732-31dee15188c1,HAC81,relatedMatch,CL:4030027,
ad9529a3-0937-4177-9732-31dee15188c1,HAC82,relatedMatch,CL:4030027,
ad9529a3-0937-4177-9732-31dee15188c1,HAC84,relatedMatch,CL:4030028,
ad9529a3-0937-4177-9732-31dee15188c1,HAC86,relatedMatch,CL:4030027,
ad9529a3-0937-4177-9732-31dee15188c1,HAC87,relatedMatch,CL:4030027,
ad9529a3-0937-4177-9732-31dee15188c1,HAC88,relatedMatch,CL:4030027,
ad9529a3-0937-4177-9732-31dee15188c1,HAC89,relatedMatch,CL:4030027,
ad9529a3-0937-4177-9732-31dee15188c1,HAC9,relatedMatch,CL:4030027,
ad9529a3-0937-4177-9732-31dee15188c1,HAC90,relatedMatch,CL:0000561,
ad9529a3-0937-4177-9732-31dee15188c1,HAC91,relatedMatch,CL:0000561,
ad9529a3-0937-4177-9732-31dee15188c1,HAC92,relatedMatch,CL:4030027,
ad9529a3-0937-4177-9732-31dee15188c1,HAC93,relatedMatch,CL:4030028,
ad9529a3-0937-4177-9732-31dee15188c1,HAC95,relatedMatch,CL:0000561,
ad9529a3-0937-4177-9732-31dee15188c1,HRGC3,relatedMatch,CL:0000740,
ad9529a3-0937-4177-9732-31dee15188c1,HRGC4,relatedMatch,CL:0000740,
ad9529a3-0937-4177-9732-31dee15188c1,HRGC5,relatedMatch,CL:0000740,
