organ,first_author,journal,year,doi,collection_name,dataset_title,collection_url,explorer_url,h5ad_url,cluster_header,embedding_key,n_cells,n_clusters,median_of_medians_silhouette,median_of_means_silhouette,median_of_stds_silhouette,median_fscore,mean_fscore,n_nsforest_clusters
kidney,Lake,Nature,2023,10.1038/s41586-023-05769-3,An atlas of healthy and injured cell states and niches in the human kidney,Integrated Single-nucleus and Single-cell RNA-seq of the Adult Human Kidney,https://cellxgene.cziscience.com/collections/bcb61471-2a44-4d00-a0af-ff085512674c,https://cellxgene.cziscience.com/e/0b75c598-0893-4216-afe8-5414cab7739d.cxg/,s3://lifebit-user-data-6941eed90a4dd7a1d1026d7a/deploit/teams/69d8dd1e5d3e1f8c350e006f/users/68af3d99c99eb7bd2ff47bc8/dataset/69d93065767e484aabb63834/adata_normal_n3566.h5ad,subclass.full,X_umap,3514,75,0.4126601542390608,0.30376969478109095,0.2583472360067925,0.6626506024096386,0.658027888236106,75
